InvestmentName	VaR_95(%)	StdDev	Risk_of_Loss (%)	Beta	Sharpe	stddev	stddev_1M	VaR95_daily	current_ratio	quick_ratio	debt_ratio	gearing	leverage	net_leverage	stddev	stddev_1M	VaR95_daily	current_ratio	quick_ratio	debt_ratio	gearing	leverage	net_leverage
INHG.DE	-112,6200000	0,6671674	48,8500000	0,0310513	0,0283045	0,0163708	0,0094497	0,0313232	1,8034093	2,6614070	0,3441038	0,8241706	2,6613590	2,0742717	0,0163708	0,0094497	0,0313232	1,8034093	2,6614070	0,3441038	0,8241706	2,6613590	2,0742717
IFS1.F	-5,5200000	0,0335326	4,2300000	0,0000041	0,0313893	0,0139586	0,0112956	0,0424922	1,4307878	1,4418151	0,0073149	0,0308852	0,0804326		0,0139586	0,0112956	0,0424922	1,4307878	1,4418151	0,0073149	0,0308852	0,0804326	
IFXGn.DE	-46,7700000	0,2759855	43,5100000	0,0133661	0,0300602	0,0202434	0,0155133	0,0517628	2,9359477	3,7143791	0,1946737	0,3521800	1,0994406	-0,3024435	0,0202434	0,0155133	0,0517628	2,9359477	3,7143791	0,1946737	0,3521800	1,0994406	-0,3024435
IXXG.DE	-55,8100000	0,3483592	61,8300000	0,0055935	0,0207124	0,0230755	0,0158613	0,0368336	1,8769831	2,2951007	0,1351029	0,2759888	1,2644175	0,0830003	0,0230755	0,0158613	0,0368336	1,8769831	2,2951007	0,1351029	0,2759888	1,2644175	0,0830003
IGY.DE	-86,9600000	0,5991520	60,0000000	0,0268687	0,0399072				1,2482292	1,2721983	0,3273132	1,1397081	4,7473105					1,2482292	1,2721983	0,3273132	1,1397081	4,7473105	
ISHG.DE	-6,5100000	0,0402000	45,0400000	0,0003327	0,0280994	0,0296917	0,0201361	0,0553743	2,5001750		0,1804477	0,3117761	1,8115104	-1,5225335	0,0296917	0,0201361	0,0553743	2,5001750		0,1804477	0,3117761	1,8115104	-1,5225335
ITMG.DE	-8,1000000	0,0530070	28,9200000	-0,0006114	0,0340556	0,0536675	0,0277088	0,1277550	0,6630497	0,6813250	0,0000000	-0,0000000			0,0536675	0,0277088	0,1277550	0,6630497	0,6813250	0,0000000	-0,0000000		
IS7G.DE	-18,9200000	0,1148397	21,0500000	-0,0006844	0,0042787	0,0191205	0,0201629	0,0534094	1,0637549	1,5990478	0,4564867	1,1192460	3,6527089		0,0191205	0,0201629	0,0534094	1,0637549	1,5990478	0,4564867	1,1192460	3,6527089	
IVXG.DE	-152,8600000	0,9503814	32,1600000	0,0176229	0,0250971	0,0200460	0,0208705	0,0531408	1,6926387		0,2281871	0,3880236	1,0149653	-0,2966822	0,0200460	0,0208705	0,0531408	1,6926387		0,2281871	0,3880236	1,0149653	-0,2966822
ISRG.DE	-308,7700000	1,7841046	51,9100000	0,0516875	0,0236087	0,0217380	0,0244297	0,0390248	1,8253311	2,2251566	0,2383288	0,4265384	1,8414278	1,0204697	0,0217380	0,0244297	0,0390248	1,8253311	2,2251566	0,2383288	0,4265384	1,8414278	1,0204697
I7NG.DE	-10,2800000	0,0642020	36,6300000	0,0009836	0,0803165	0,2575570	0,1121456	0,1373884	0,2878368	0,4723439	2,3964497	-1,4819578	-5,2214379		0,2575570	0,1121456	0,1373884	0,2878368	0,4723439	2,3964497	-1,4819578	-5,2214379	
IVUG.DE	-13,3600000	0,0850534	49,6200000	0,0018138	0,0329646	0,0232354	0,0144918	0,0550624	2,4763347	2,6508357	0,0039276	0,0062435	0,0409357		0,0232354	0,0144918	0,0550624	2,4763347	2,6508357	0,0039276	0,0062435	0,0409357	
JENG.DE	-42,8400000	0,2570066	50,7600000	0,0127646	0,0281912	0,0188303	0,0137273	0,0392088	2,3482716	3,3641420	0,1665347	0,2936478	1,3738725	0,9604966	0,0188303	0,0137273	0,0392088	2,3482716	3,3641420	0,1665347	0,2936478	1,3738725	0,9604966
JJO.F						0,0000000	0,0000000	0,1793700	5,0245145	5,4234947	0,0380661	0,0461375	0,1118550		0,0000000	0,0000000	0,1793700	5,0245145	5,4234947	0,0380661	0,0461375	0,1118550	
JY8G.F						0,0861138	0,0000000	0,1079583	5,2689236	6,6055913	0,3326643	0,5313823	3,2838591	0,2218872	0,0861138	0,0000000	0,1079583	5,2689236	6,6055913	0,3326643	0,5313823	3,2838591	0,2218872
JUNG_p.DE						0,0179129	0,0120364	0,0399051	1,4689433	1,7834963	0,0946896	0,3089946	1,1797475	0,9256787	0,0179129	0,0120364	0,0399051	1,4689433	1,7834963	0,0946896	0,3089946	1,1797475	0,9256787
SDFGn.DE						0,0257425	0,0199412	0,0452357	2,0347429	2,7841054	0,2037324	0,3925112	1,4561161	1,4399044	0,0257425	0,0199412	0,0452357	2,0347429	2,7841054	0,2037324	0,3925112	1,4561161	1,4399044
KPHG.F						0,3787909	0,5053893	0,2681468	0,9949946	1,2429384	0,0476023	0,1087034	-0,1618876		0,3787909	0,5053893	0,2681468	0,9949946	1,2429384	0,0476023	0,1087034	-0,1618876	
IURG.F						0,0237022	0,0179484	0,0432644	1,4509989	2,0801828	0,2943965	0,6517707	2,7744957		0,0237022	0,0179484	0,0432644	1,4509989	2,0801828	0,2943965	0,6517707	2,7744957	
HETAn.F						0,0145086	0,0145619	0,0428450							0,0145086	0,0145619	0,0428450						
KWGG.DE						0,0419915	0,0284662	0,0374798	2,0357479	2,0514035	0,0637272	0,1237575	-0,7707961		0,0419915	0,0284662	0,0374798	2,0357479	2,0514035	0,0637272	0,1237575	-0,7707961	
KGX.DE						0,0176665	0,0102401	0,0282111	0,9413226	1,2609876	0,3060619	1,0706681	2,2315182	1,3375480	0,0176665	0,0102401	0,0282111	0,9413226	1,2609876	0,3060619	1,0706681	2,2315182	1,3375480
KA8Gn.DE						0,0271029	0,0182936	0,0404959	0,6680565	0,7387074	0,2128382	0,4209864	-2,6604775	-2,0636605	0,0271029	0,0182936	0,0404959	0,6680565	0,7387074	0,2128382	0,4209864	-2,6604775	-2,0636605
KCOGn.DE						0,0219350	0,0195093	0,0523610	2,0585329	3,1021643	0,1918877	0,4934827	12,4764869	12,4956434	0,0219350	0,0195093	0,0523610	2,0585329	3,1021643	0,1918877	0,4934827	12,4764869	12,4956434
SKBG.DE						0,0291344	0,0142414	0,0416340	1,4931246	2,0712926	0,0835295	0,3165244	1,7361702	0,4059043	0,0291344	0,0142414	0,0416340	1,4931246	2,0712926	0,0835295	0,3165244	1,7361702	0,4059043
KBCG.DE						0,0321323	0,0167876	0,0424398	2,1901789	2,9188308	0,1296042	0,2210869	1,5369113	0,3569033	0,0321323	0,0167876	0,0424398	2,1901789	2,9188308	0,1296042	0,2210869	1,5369113	0,3569033
HACGn.DE						0,0252067	0,0231067	0,0530768	1,2209043		0,0000000	0,0000000	0,0000000		0,0252067	0,0231067	0,0530768	1,2209043		0,0000000	0,0000000	0,0000000	
K1RG.DE						0,0168134	0,0076498	0,0431718	2,1010625	3,1956465	0,2085720	0,4110008	4,6490639	2,6404225	0,0168134	0,0076498	0,0431718	2,1010625	3,1956465	0,2085720	0,4110008	4,6490639	2,6404225
KRNG.DE						0,0175710	0,0190300	0,0355865	1,5252303	2,0751687	0,0254619	0,0620232	0,4566695	-1,6374992	0,0175710	0,0190300	0,0355865	1,5252303	2,0751687	0,0254619	0,0620232	0,4566695	-1,6374992
KSBG_p.DE						0,0185368	0,0137324	0,0361812	2,1507209	2,7717920	0,0935435	0,2974116	1,2083571	-0,7738542	0,0185368	0,0137324	0,0361812	2,1507209	2,7717920	0,0935435	0,2974116	1,2083571	-0,7738542
KSBG.DE						0,0174361	0,0108651	0,0366203	2,1507209	2,7717920	0,0935435	0,2974116	1,2083571	1,1445712	0,0174361	0,0108651	0,0366203	2,1507209	2,7717920	0,0935435	0,2974116	1,2083571	1,1445712
KU2G.DE						0,0254644	0,0197532	0,0417568	1,3427537	1,5993452	0,1245329	0,4046385	1,2514768	-0,0604515	0,0254644	0,0197532	0,0417568	1,3427537	1,5993452	0,1245329	0,4046385	1,2514768	-0,0604515
KWSG.DE						0,0153938	0,0117645	0,0345373	2,7949851	3,5159498	0,2008372	0,3769024	1,7729882	1,0746239	0,0153938	0,0117645	0,0345373	2,7949851	3,5159498	0,2008372	0,3769024	1,7729882	1,0746239
LXSG.DE						0,0208769	0,0210736	0,0406229	1,5505102	2,2387755	0,2356282	0,7363636	1,6387283	1,4540364	0,0208769	0,0210736	0,0406229	1,5505102	2,2387755	0,2356282	0,7363636	1,6387283	1,4540364
LEGn.DE						0,0144549	0,0117938	0,0223445	0,3751897	0,3816388	0,4505288	1,0922569	11,9572114	10,6179617	0,0144549	0,0117938	0,0223445	0,3751897	0,3816388	0,4505288	1,0922569	11,9572114	10,6179617
LEIG.DE						0,0169377	0,0165245	0,0385259	2,8732723	3,6104023	0,0000000	0,0000000	0,0000000	-2,3459863	0,0169377	0,0165245	0,0385259	2,8732723	3,6104023	0,0000000	0,0000000	0,0000000	-2,3459863
LEOGn.DE						0,0316246	0,0159814	0,0493865	1,3881431	1,8800342	0,2129862	0,6076112	2,0935762	1,5967935	0,0316246	0,0159814	0,0493865	1,3881431	1,8800342	0,2129862	0,6076112	2,0935762	1,5967935
LING.DE						0,0189190	0,0221242	0,0279142	0,9632568	1,1359777	0,2704897	0,6558513	2,3376528	1,9867954	0,0189190	0,0221242	0,0279142	0,9632568	1,1359777	0,2704897	0,6558513	2,3376528	1,9867954
LO24n.DE						0,0193810	0,0157263	0,0431901	1,4171548		0,0874607	0,1405468	-0,2659004	0,1845671	0,0193810	0,0157263	0,0431901	1,4171548		0,0874607	0,1405468	-0,2659004	0,1845671
LPKG.DE						0,0258822	0,0200470	0,0475877	1,8159844	2,9179514	0,3459603	0,6473441	18,6004525	14,2017466	0,0258822	0,0200470	0,0475877	1,8159844	2,9179514	0,3459603	0,6473441	18,6004525	14,2017466
LSXG.F						0,0266419	0,0112410	0,0514312	2,6262985	2,6354565	0,2098015	0,4149105	1,8303004		0,0266419	0,0112410	0,0514312	2,6262985	2,6354565	0,2098015	0,4149105	1,8303004	
ECKG.DE						0,0169825	0,0164930	0,0310200	1,7037273	3,0088078	0,2842709	0,4723730	3,0008801	3,4525524	0,0169825	0,0164930	0,0310200	1,7037273	3,0088078	0,2842709	0,4723730	3,0008801	3,4525524
LHAG.DE						0,0218275	0,0160717	0,0337860	0,7185012	0,7796896	0,2584560	1,4545770	2,5332126	1,0101887	0,0218275	0,0160717	0,0337860	0,7185012	0,7796896	0,2584560	1,4545770	2,5332126	1,0101887
MUSG.F						0,4122327	0,3843532	0,3226168	1,6396248	2,0524816	0,1681425	0,3832874	-18,1116487		0,4122327	0,3843532	0,3226168	1,6396248	2,0524816	0,1681425	0,3832874	-18,1116487	
MPRKk.F						0,0646682	0,0833216	0,2302369	34377,0000000	34377,0000000	0,0000291	0,0000363	0,0003604		0,0646682	0,0833216	0,2302369	34377,0000000	34377,0000000	0,0000291	0,0000363	0,0003604	
MNVG.F						0,0209924	0,0249816	0,0339385	0,6611768	0,7404079	0,2410120	0,6514039	4,2632508		0,0209924	0,0249816	0,0339385	0,6611768	0,7404079	0,2410120	0,6514039	4,2632508	
MANG.DE						0,0050946	0,0033340	0,0356178	0,9253751	1,3350750	0,2864163	0,9472243	3,7833698	1,8502310	0,0050946	0,0033340	0,0356178	0,9253751	1,3350750	0,2864163	0,9472243	3,7833698	1,8502310
MANG_p.DE						0,0053581	0,0033502	0,0336684	0,9253751	1,3350750	0,2864163	0,9472243	3,7833698		0,0053581	0,0033502	0,0336684	0,9253751	1,3350750	0,2864163	0,9472243	3,7833698	
M5ZG.DE						0,0450725	0,0298296	0,0655412	1,0621918	1,3018025	0,2835031	0,6856311	-2,0220895	-0,9870372	0,0450725	0,0298296	0,0655412	1,0621918	1,3018025	0,2835031	0,6856311	-2,0220895	-0,9870372
MZXG.DE						0,0130294	0,0065938	0,0411918	1,6249837	2,5070917	0,3691175	0,7717487	2,5793254	1,8981660	0,0130294	0,0065938	0,0411918	1,6249837	2,5070917	0,3691175	0,7717487	2,5793254	1,8981660
MAKG.DE						0,0426799	0,0252417	0,0788719	0,4913042	0,5057249	0,6711699	-23,4844484	5,9892988	6,6377310	0,0426799	0,0252417	0,0788719	0,4913042	0,5057249	0,6711699	-23,4844484	5,9892988	6,6377310
MXHNn.DE						0,0151539	0,0103838	0,0420062	1,5824548	1,9181754	0,2559051	0,6821190	2,3907693	1,8194115	0,0151539	0,0103838	0,0420062	1,5824548	1,9181754	0,2559051	0,6821190	2,3907693	1,8194115
MBBG.DE						0,0227648	0,0217170	0,0439474	1,6671236	1,9800957	0,2061562	0,5593072	1,8538645	0,4484667	0,0227648	0,0217170	0,0439474	1,6671236	1,9800957	0,2061562	0,5593072	1,8538645	0,4484667
MEDG.DE						0,0173768	0,0127525	0,0337520	1,9840723	2,0931087	0,1646484	0,3200185	1,2906174	1,9154818	0,0173768	0,0127525	0,0337520	1,9840723	2,0931087	0,1646484	0,3200185	1,2906174	1,9154818
MDG1k.DE						0,0349402	0,0370685	0,0575631	6,1982616	6,8867964	0,1036281	0,1307397	-1,2390732	-0,4657188	0,0349402	0,0370685	0,0575631	6,1982616	6,8867964	0,1036281	0,1307397	-1,2390732	-0,4657188
MDNG.DE						0,0107276	0,0102631	0,0389995	1,8996658	2,5355151	0,1075463	0,2211559	2,4426429		0,0107276	0,0102631	0,0389995	1,8996658	2,5355151	0,1075463	0,2211559	2,4426429	
ILM1k.DE									4,5978330		0,0000000	0,0000000	-0,0000000					4,5978330		0,0000000	0,0000000	-0,0000000	
MRCG.DE						0,0152215	0,0114497	0,0274158	0,7833529	1,0625599	0,3793781	1,1275934	3,9745032	3,5837432	0,0152215	0,0114497	0,0274158	0,7833529	1,0625599	0,3793781	1,1275934	3,9745032	3,5837432
HWSAk.F						0,0964893	0,1326870	0,0842014	0,9282883	1,3228571	0,0295843	-0,1601677	0,6901536		0,0964893	0,1326870	0,0842014	0,9282883	1,3228571	0,0295843	-0,1601677	0,6901536	
MEOG_p.DE						0,0175239	0,0086465	0,0453526							0,0175239	0,0086465	0,0453526						
MEOG.DE						0,0207175	0,0161555	0,0348259							0,0207175	0,0161555	0,0348259						
M3VGn.DE						0,0151909	0,0246140	0,0590371	2,4608003		0,1041296	0,1406208	0,7401685	-2,2784020	0,0151909	0,0246140	0,0590371	2,4608003		0,1041296	0,1406208	0,7401685	-2,2784020
ML2K.F						0,1050833	0,0773591	0,1405439	5,2916388	5,4440308	0,0000000	0,0000000	0,0000000		0,1050833	0,0773591	0,1405439	5,2916388	5,4440308	0,0000000	0,0000000	0,0000000	
MLPG.DE						0,0201893	0,0071160	0,0366219			0,6422387	2,9180953	24,1129319		0,0201893	0,0071160	0,0366219			0,6422387	2,9180953	24,1129319	
MGNG.DE						0,0578802	0,0672528	0,0541048	3,7730177	3,7770839	0,0003031	0,0004102	-0,0003918	-1,2196591	0,0578802	0,0672528	0,0541048	3,7730177	3,7770839	0,0003031	0,0004102	-0,0003918	-1,2196591
MORG.DE						0,0306634	0,0156778	0,0412879	10,9250649	10,9384895	0,0005624	0,0006203	0,0091986	-8,9747358	0,0306634	0,0156778	0,0412879	10,9250649	10,9384895	0,0005624	0,0006203	0,0091986	-8,9747358
MSAG.DE						0,0224024	0,0141513	0,0561880	0,9399160	1,4601599	0,3975470	1,2596789	2,7961544	3,1733346	0,0224024	0,0141513	0,0561880	0,9399160	1,4601599	0,3975470	1,2596789	2,7961544	3,1733346
MSGL.DE						0,0250977	0,0159862	0,0445718	2,3209971		0,1556480	0,2740600	1,6896692	0,2400538	0,0250977	0,0159862	0,0445718	2,3209971		0,1556480	0,2740600	1,6896692	0,2400538
MTXGn.DE						0,0162071	0,0073840	0,0370237	0,9495470	1,3648780	0,2469017	0,9847786	2,0941638	1,6522464	0,0162071	0,0073840	0,0370237	0,9495470	1,3648780	0,2469017	0,9847786	2,0941638	1,6522464
MPSG.F						0,1988550	0,0051227	0,4433004	2,2933317	2,9564770	0,6014514	2,4058084	7,9662830	9,4255329	0,1988550	0,0051227	0,4433004	2,2933317	2,9564770	0,6014514	2,4058084	7,9662830	9,4255329
MLLG.DE						0,0203015	0,0249861	0,0497148	1,7914500	1,7946835	0,3336174	0,8655338	3,1224266		0,0203015	0,0249861	0,0497148	1,7914500	1,7946835	0,3336174	0,8655338	3,1224266	
MUVGn.DE						0,0157367	0,0114341	0,0268746			0,0175923	0,1542324			0,0157367	0,0114341	0,0268746			0,0175923	0,1542324		
MVVGn.DE						0,0097764	0,0040626	0,0251516	1,0116441	1,0815529	0,3492757	1,4412538	5,1194036	4,1343454	0,0097764	0,0040626	0,0251516	1,0116441	1,0815529	0,3492757	1,4412538	5,1194036	4,1343454
XMYn.DE						0,0496873	0,0473668	0,0649977	1,0885903	1,0979845	0,1118895	0,4941100	1,5057199	-1,3412229	0,0496873	0,0473668	0,0649977	1,0885903	1,0979845	0,1118895	0,4941100	1,5057199	-1,3412229
MYRKk.F						0,0545491	0,0435701	0,0966603	1,3584848		0,1693313	-0,2463670	0,7289167		0,0545491	0,0435701	0,0966603	1,3584848		0,1693313	-0,2463670	0,7289167	
NEKG.DE						0,0216845	0,0131635	0,0409735	1,2093503	1,2144393	0,2501489	0,5759743	1,3227676	-0,2432051	0,0216845	0,0131635	0,0409735	1,2093503	1,2144393	0,2501489	0,5759743	1,3227676	-0,2432051
NSNG.F						0,2535498	0,0850748	0,1878421	0,4711134	0,6678589	1,0256839	-2,9149010	34,2878942		0,2535498	0,0850748	0,1878421	0,4711134	0,6678589	1,0256839	-2,9149010	34,2878942	
NXUG.DE						0,0187073	0,0112096	0,0437957	1,9240393	1,9540832	0,0161538	0,0234555	0,1125618	-0,3653557	0,0187073	0,0112096	0,0437957	1,9240393	1,9540832	0,0161538	0,0234555	0,1125618	-0,3653557
NC5Ak.DE						0,0643986	0,0269734	0,0773548	1,7686773		0,0000000	0,0000000	0,0000000		0,0643986	0,0269734	0,0773548	1,7686773		0,0000000	0,0000000	0,0000000	
NDXG.DE						0,0261910	0,0161943	0,0597960	1,2978249	1,5469276	0,1417746	0,4543687	1,1255322	-0,8478381	0,0261910	0,0161943	0,0597960	1,2978249	1,5469276	0,1417746	0,4543687	1,1255322	-0,8478381
NWXG.F						0,0139921	0,0163724	0,0358233	1,6771612	1,8827530	0,0888487	0,2849667	2,4467073		0,0139921	0,0163724	0,0358233	1,6771612	1,8827530	0,0888487	0,2849667	2,4467073	
NOEJ.DE						0,0182943	0,0067562	0,0333927	2,3016449	3,1004274	0,3915149	1,0660484	2,5837845	1,8558324	0,0182943	0,0067562	0,0333927	2,3016449	3,1004274	0,3915149	1,0660484	2,5837845	1,8558324
ODEG.F						0,0946001	0,0224037	0,1049068	1,0797406	1,2929641	0,3252389	0,7773149	1,8298309		0,0946001	0,0224037	0,1049068	1,0797406	1,2929641	0,3252389	0,7773149	1,8298309	
OHBG.DE						0,0153537	0,0121499	0,0378548	1,3730147	1,5299294	0,2198928	0,9040823	2,6939868	2,7601803	0,0153537	0,0121499	0,0378548	1,3730147	1,5299294	0,2198928	0,9040823	2,6939868	2,7601803
OBSG.DE						0,0160378	0,0162447	0,0459512	2,2846121	2,2846121	0,0250556	0,0408272	0,3548929		0,0160378	0,0162447	0,0459512	2,2846121	2,2846121	0,0250556	0,0408272	0,3548929	
OSRn.DE						0,0195316	0,0233434	0,0386835	1,6036961	1,9399384	0,0131223	0,0254751	0,0663857	-0,4350165	0,0195316	0,0233434	0,0386835	1,6036961	1,9399384	0,0131223	0,0254751	0,0663857	-0,4350165
O4BG.DE						0,0162545	0,0021645	0,0330703	1,9105711		0,0000000	0,0000000	0,0000000		0,0162545	0,0021645	0,0330703	1,9105711		0,0000000	0,0000000	0,0000000	
7PR.F						0,0000000	0,0000000	0,0719707							0,0000000	0,0000000	0,0719707						
PA8G.DE						0,0698846	0,0297739	0,0879986	5,0693878		0,0000000	0,0000000	-0,0000000	0,2457389	0,0698846	0,0297739	0,0879986	5,0693878		0,0000000	0,0000000	-0,0000000	0,2457389
ICPG.F						0,0915833	0,0487983	0,1799678	3,7684874		0,0000000	0,0000000			0,0915833	0,0487983	0,1799678	3,7684874		0,0000000	0,0000000		
PGNG.DE						0,0345042	0,0152474	0,0604068	1,2117122	1,6253273	0,5172123	2,4671683	3,8306658	2,6404449	0,0345042	0,0152474	0,0604068	1,2117122	1,6253273	0,5172123	2,4671683	3,8306658	2,6404449
P1ZGn.DE						0,0229131	0,0163297	0,0529606	1,3949483	2,4670007	0,5446814	1,7040381	66,2118594	14,8614422	0,0229131	0,0163297	0,0529606	1,3949483	2,4670007	0,5446814	1,7040381	66,2118594	14,8614422
PGAG.F						0,1171064	0,0574566	0,1398989	14,2863088		0,0000000	0,0000000	-0,0000000		0,1171064	0,0574566	0,1398989	14,2863088		0,0000000	0,0000000	-0,0000000	
HEZG.F						0,0252925	0,0274762	0,0568226	2,3438349	2,8347106	0,1253572	0,1778407	4,0060863		0,0252925	0,0274762	0,0568226	2,3438349	2,8347106	0,1253572	0,1778407	4,0060863	
PV.DE						0,0214338	0,0090812	0,0342720	2,9819015	3,8461735	0,0456753	0,0679127	0,2755497	-0,6823618	0,0214338	0,0090812	0,0342720	2,9819015	3,8461735	0,0456753	0,0679127	0,2755497	-0,6823618
EMH1k.F						0,0240600	0,0253630	0,1047583	2,1249564		0,0000000	0,0000000	0,0000000		0,0240600	0,0253630	0,1047583	2,1249564		0,0000000	0,0000000	0,0000000	
HOZG.F						0,2726210	0,5402900	0,2669839	1,2911498	1,6998583	0,2974551	9,1328777	20,2240295		0,2726210	0,5402900	0,2669839	1,2911498	1,6998583	0,2974551	9,1328777	20,2240295	
PS4G.DE						0,0341079	0,0173086	0,0771590	1,7009965	1,7927517	0,7507110	-4,8726014	-169,2869198	-168,7763713	0,0341079	0,0173086	0,0771590	1,7009965	1,7927517	0,7507110	-4,8726014	-169,2869198	-168,7763713
PITG.F						0,0370058	0,0290367	0,0904115							0,0370058	0,0290367	0,0904115						
PNEGn.DE						0,0213180	0,0113948	0,0550024	2,7815056	4,2095029	0,5304079	1,5321422	13,1520999	10,6802092	0,0213180	0,0113948	0,0550024	2,7815056	4,2095029	0,5304079	1,5321422	13,1520999	10,6802092
PUZG.F						0,1230248	0,0000000	0,2681628	1,2121584	1,6331901	0,5705369	5,7883019	-7,6408094		0,1230248	0,0000000	0,2681628	1,2121584	1,6331901	0,5705369	5,7883019	-7,6408094	
PSHG_p.DE						0,0252632	0,0132220	0,0456858	13,0000000		0,0108593	0,0110652			0,0252632	0,0132220	0,0456858	13,0000000		0,0108593	0,0110652		
PRAG.DE						0,1245889	0,0680697	0,1081247	1,3412226	2,3298516	0,3835456	4,2480774	-11,1029296	-8,7124480	0,1245889	0,0680697	0,1081247	1,3412226	2,3298516	0,3835456	4,2480774	-11,1029296	-8,7124480
PWOG.DE						0,0190788	0,0141437	0,0300574	1,4702174	2,2708244	0,4189773	1,4091901	3,4676038	3,6990192	0,0190788	0,0141437	0,0300574	1,4702174	2,2708244	0,4189773	1,4091901	3,4676038	3,6990192
PSMGn.DE						0,0163909	0,0133723	0,0538773	1,4493770	1,4580672	0,5848269	3,3742405	3,2548671	1,8721631	0,0163909	0,0133723	0,0538773	1,4493770	1,4580672	0,5848269	3,3742405	3,2548671	1,8721631
PSAGn.DE						0,0140355	0,0097393	0,0412354	1,5611238	1,6152205	0,0173264	0,0472578	0,2245534	0,1591166	0,0140355	0,0097393	0,0412354	1,5611238	1,6152205	0,0173264	0,0472578	0,2245534	0,1591166
PUMG.DE						0,0183284	0,0203325	0,0311620	1,9145455	2,6611364	0,0082815	0,0134674	0,1410923	-1,7422999	0,0183284	0,0203325	0,0311620	1,9145455	2,6611364	0,0082815	0,0134674	0,1410923	-1,7422999
TPEG.DE						0,0262626	0,0095108	0,0496698	1,5107178	2,1344566	0,1117933	0,2595398	4,0430152	3,1544449	0,0262626	0,0095108	0,0496698	1,5107178	2,1344566	0,1117933	0,2595398	4,0430152	3,1544449
QSCG.DE						0,0263861	0,0280223	0,0497245	2,1126901	2,1266480	0,4640095	1,3394984	4,0067197	2,2247454	0,0263861	0,0280223	0,0497245	2,1126901	2,1266480	0,4640095	1,3394984	4,0067197	2,2247454
RSL2.DE						0,0155934	0,0121784	0,0374609	2,1543025	3,0058438	0,1293178	0,3579002	1,9724259	4,0964274	0,0155934	0,0121784	0,0374609	2,1543025	3,0058438	0,1293178	0,3579002	1,9724259	4,0964274
RAAG.DE						0,0162101	0,0114043	0,0349339	4,1944433	4,5227658	0,0589081	0,0798496	0,1675486	-1,3242947	0,0162101	0,0114043	0,0349339	4,1944433	4,5227658	0,0589081	0,0798496	0,1675486	-1,3242947
RTCG.DE						0,0428467	0,0147270	0,0504288	1,0951444		0,2594228	0,5523029	-7,9238358	-2,2810479	0,0428467	0,0147270	0,0504288	1,0951444		0,2594228	0,5523029	-7,9238358	-2,2810479
RHMG.DE						0,0224392	0,0122159	0,0402705	1,5070905	2,0088020	0,1434555	0,5509383	1,7232704	1,6334233	0,0224392	0,0122159	0,0402705	1,5070905	2,0088020	0,1434555	0,5509383	1,7232704	1,6334233
RHKG.DE						0,0110390	0,0058691	0,0309483	1,5149961	1,5621631	0,0992543	0,1491134	1,0518160	-2,1446130	0,0110390	0,0058691	0,0309483	1,5149961	1,5621631	0,0992543	0,1491134	1,0518160	-2,1446130
RIB.DE						0,0235112	0,0301272	0,0412546	7,6230246	7,6608221	0,0153266	0,0177485	0,2417635	-2,7053418	0,0235112	0,0301272	0,0412546	7,6230246	7,6608221	0,0153266	0,0177485	0,2417635	-2,7053418
RKET.DE						0,0389657	0,0329319	0,0598620	18,0010800	18,0084422	0,1078157	0,1259011	-3,1913121	6,3946779	0,0389657	0,0329319	0,0598620	18,0010800	18,0084422	0,1078157	0,1259011	-3,1913121	6,3946779
